Table_3,303402662C2346104CE5AFDB,0
Table_3,3034360DA03EFE0BA43B7440,0
Table_3,30343623EC5D30904CE5A207,0
Table_3,303424DEFC561C4BA43B7500,0
Table_3,3034032F485C6F0BA43B7565,0
Table_3,303402662C2346104CE5B812,0
Table_3,3034026620306ACBA43B7428,0
Table_3,3034026620306B0BA43B746E,0
Table_3,3034026620306C0BA43B7499,0
Table_3,30343639F826FB40000F44E5,0
Table_3,303402662C1A42C0000B9BD1,0
Table_3,3034026620306BCBA43B7456,0
Table_3,303402662030AC4BA43B74C0,0
Table_3,E28011606000020497BBA0B9,0
Table_3,6.67E+23,0
Table_3,3034026620306BCBA43B7439,0
Table_3,303402662C1A4300000B9BBC,0
Table_3,E28011606000020497BBA0BC,0
Table_3,30340266203655904CE5A5AD,0
Table_3,3034360DA03EF48BA43B7478,0
Table_3,30343639F826FAC0000F5682,0
Table_3,3034026620309F4BA43B74C4,0
Table_3,30343639F826FB80000F44EB,0
Table_3,303402662030AA0BA43B7475,0
Table_3,3034360DA016D44BA43B74D0,0
Table_3,303424DEFC56194BA43B76C5,0
Table_3,3034032F485C538BA43B741F,0
Table_4,3034360DA0465E904CE5A867,0
Table_4,3034360DA04660D04CE5A57C,0
Table_4,3034360DA04661D04CE5A679,0
Table_4,3034360DA04661504CE5A5F3,0
Table_4,3034360DA04660D04CE620FA,0
Table_4,3034360DA04662D04CE59EF0,0
Table_4,3034360DA03F24104CE59EF4,0
Table_4,3034360DA03F26104CE59EFF,0
Table_4,3034360DA03F26104CE59F00,0
Table_4,303402662C019E104CE5A872,0
Table_4,3034032F4419D1904CE62AA1,0
Table_4,3034032F403BB1D04CE6642C,0
Table_4,3034032F4419D1D04CE62A9E,0
Table_4,3034032F4419D1D04CE62AE9,0
Table_4,3034032F4419D2504CE62A9F,0
Table_4,3034032F402D3E52A0F7AF88,0
Table_4,3034032F4419A7104CE63139,0
Table_4,30343639F80A9C52A0F5088D,0
Table_4,30343639F80A9C52A0F604CB,0
Table_4,30343639F80A9C52A0F35E3F,0
Table_4,30343639F80806C0000F4589,0
Table_4,30343623EC5EEAD04CE5EE90,0
Table_4,3034032F4419A2104CE5BEDC,0
Table_4,3034361D284B91504CE5DA84,0
Table_4,30343639F81657D04CE5C176,0
Table_4,30343623EC5EDF104CE573D9,0
